patient_id,first_name,last_name,ssn,dob,age,phone,email,street,city,state,zip,mrn,diagnosis,visit_date,blood_pressure,heart_rate,temperature_f,weight_kg,height_cm,glucose_mg_dl,cholesterol_mg_dl
P0755,Joseph,Ramirez,942-79-4981,1993-03-18,32,555-281-9904,joseph.ramirez88@email.com,5317 Pine St,San Jose,CA,85028,MRN886716,Atrial Fibrillation,2025-11-17,153/110,97,98.4,94.6,175,100,266
P0756,Donald,Thompson,162-61-9134,1977-05-17,48,555-630-3400,donald.thompson2@email.com,6081 Main Blvd,Indianapolis,IL,21056,MRN790917,Heart Failure,2025-08-28,118/100,82,97.8,61.1,175,163,153
P0757,Nancy,Moore,558-23-5340,1956-02-28,69,555-253-2193,nancy.moore67@email.com,2954 Main Dr,Houston,AZ,84431,MRN517260,Atrial Fibrillation,2025-01-28,95/95,97,98.3,97.7,165,180,288
P0758,Charles,Sanchez,659-12-3594,1991-11-18,34,555-971-6421,charles.sanchez5@email.com,3865 Cedar Dr,Fort Worth,CO,88410,MRN851567,Back Pain,2025-07-23,154/78,68,97.7,92.4,189,86,171
P0759,Charles,Lopez,562-90-9940,1943-04-29,82,555-929-1586,charles.lopez89@email.com,7331 Main Rd,Phoenix,CA,81299,MRN521164,Atrial Fibrillation,2025-05-13,151/72,94,98.9,96.0,151,185,220
P0760,Matthew,Harris,179-88-2040,1948-04-08,77,555-725-9719,matthew.harris64@email.com,6399 Elm Ave,Denver,NC,67208,MRN630375,Stroke,2025-09-11,106/80,93,98.4,84.6,152,151,284
P0761,James,Gonzalez,758-33-4890,1960-11-18,65,555-812-5412,james.gonzalez4@email.com,6004 Pine Blvd,Denver,AZ,99864,MRN578816,UTI,2025-11-09,93/103,67,97.4,113.0,161,157,245
P0762,Sarah,Rodriguez,286-77-7441,1949-02-17,76,555-503-4213,sarah.rodriguez18@email.com,5883 Elm Rd,Phoenix,WA,42325,MRN764743,Coronary Artery Disease,2024-12-14,158/107,96,99.1,105.3,164,119,289
P0763,Andrew,Robinson,205-53-7633,1986-07-28,39,555-181-6371,andrew.robinson24@email.com,8833 Maple Blvd,Phoenix,AZ,60997,MRN275824,UTI,2025-09-02,141/97,74,99.2,65.6,183,164,176
P0764,Joseph,Ramirez,616-23-7409,1960-06-10,65,555-126-9022,joseph.ramirez67@email.com,4406 Pine Dr,San Jose,MA,89938,MRN436007,Hypothyroidism,2025-03-24,177/78,76,97.6,63.6,190,100,281
P0765,Andrew,Williams,952-24-8884,1931-04-19,94,555-268-1768,andrew.williams26@email.com,8644 Cedar Rd,Seattle,CA,45275,MRN931994,Hypertension,2025-10-15,136/73,85,97.8,72.8,179,97,233
P0766,Christopher,Miller,209-37-3842,1961-01-31,64,555-319-7872,christopher.miller61@email.com,8693 Main Ave,Fort Worth,FL,51591,MRN148016,Diabetes Type 2,2025-01-15,124/69,66,97.7,103.9,155,79,240
P0767,Elizabeth,Anderson,492-88-9670,1991-12-16,33,555-705-9580,elizabeth.anderson61@email.com,9299 Main Dr,Houston,FL,10881,MRN384879,Hyperlipidemia,2025-09-23,120/92,93,98.4,103.7,175,111,185
P0768,Nancy,Moore,928-64-7817,2000-06-21,25,555-984-9297,nancy.moore54@email.com,7469 Elm Blvd,San Diego,TX,31966,MRN244933,Stroke,2024-12-02,133/92,81,99.5,112.5,167,156,300
P0769,Margaret,Lopez,915-50-5719,1985-03-26,40,555-231-5989,margaret.lopez79@email.com,2044 Main Blvd,San Jose,MA,27842,MRN992351,Diabetes Type 2,2025-11-08,95/69,79,97.9,66.1,191,129,168
P0770,Jessica,Jones,758-24-6340,1967-11-08,58,555-313-1091,jessica.jones42@email.com,5669 Pine St,San Francisco,CA,93023,MRN763753,Sleep Apnea,2025-02-17,113/103,66,97.7,69.9,183,168,248
P0771,Donna,Martin,833-72-3360,1943-12-31,81,555-327-7931,donna.martin58@email.com,7326 Cedar Rd,Fort Worth,IL,10834,MRN236038,Hyperlipidemia,2025-03-10,180/70,83,97.7,116.5,154,125,194
P0772,Paul,Sanchez,935-23-3190,1983-11-07,42,555-229-4279,paul.sanchez78@email.com,2446 Cedar St,Dallas,NC,22137,MRN161849,Obesity,2025-11-24,101/93,75,98.0,84.3,163,188,238
P0773,Mary,Moore,269-70-7619,1940-12-23,84,555-189-8471,mary.moore23@email.com,3060 Maple Blvd,Columbus,AZ,44123,MRN883104,Hyperlipidemia,2025-02-14,170/77,90,97.3,60.8,186,78,233
P0774,Barbara,Martin,192-75-8431,1959-01-13,66,555-667-4950,barbara.martin94@email.com,1775 Pine St,Indianapolis,IL,67610,MRN226804,GERD,2025-04-02,112/64,89,98.7,63.9,195,125,294
P0775,Donna,Garcia,957-13-6338,1984-09-11,41,555-258-4507,donna.garcia95@email.com,6849 Oak St,Fort Worth,AZ,96146,MRN995344,UTI,2025-10-21,171/79,75,98.4,60.1,160,153,243
P0776,Jessica,Sanchez,691-79-4329,1967-03-04,58,555-415-5370,jessica.sanchez54@email.com,2101 Pine Blvd,Charlotte,CA,31176,MRN947502,Obesity,2025-07-03,121/61,96,97.8,110.6,186,197,179
P0777,Elizabeth,Lewis,557-87-8189,2007-08-30,18,555-684-3856,elizabeth.lewis57@email.com,1244 Oak St,San Jose,CA,97388,MRN724842,Atrial Fibrillation,2025-03-04,153/106,67,97.5,99.6,170,105,298
P0778,Emily,Robinson,631-41-3140,1988-11-23,37,555-931-2614,emily.robinson18@email.com,6068 Pine St,Indianapolis,CA,32710,MRN139486,Hypertension,2025-07-16,160/91,98,99.0,98.0,179,198,279
P0779,Andrew,Anderson,457-97-4450,1960-01-08,65,555-626-6855,andrew.anderson24@email.com,3979 Cedar Dr,Jacksonville,MA,15300,MRN311807,Diabetes Type 2,2025-07-09,128/75,84,98.6,107.0,186,152,178
P0780,Sandra,Williams,455-30-4441,1934-11-04,91,555-123-3444,sandra.williams83@email.com,9556 Oak Dr,Austin,WA,13149,MRN196967,Osteoarthritis,2025-08-19,151/77,92,97.5,92.8,162,71,297
P0781,Anthony,Thomas,184-36-9189,1996-01-29,29,555-217-3378,anthony.thomas51@email.com,893 Cedar Ave,Houston,NY,37164,MRN265050,COPD,2024-12-12,179/89,86,98.2,96.2,153,99,172
P0782,Linda,Brown,491-61-2712,1991-09-06,34,555-142-2981,linda.brown80@email.com,622 Pine Ave,San Jose,WA,79357,MRN896867,Atrial Fibrillation,2025-07-24,115/99,73,97.1,90.0,177,167,236
P0783,Susan,Moore,113-94-3930,1949-01-18,76,555-997-5939,susan.moore67@email.com,1797 Oak Rd,Phoenix,NY,21809,MRN398267,Diabetes Type 2,2025-02-16,177/85,100,98.3,114.5,150,153,184
P0784,Barbara,Martin,393-58-3110,2005-02-04,20,555-298-7008,barbara.martin45@email.com,6334 Main St,Philadelphia,CO,97418,MRN696503,Cellulitis,2025-06-05,106/109,97,98.2,51.2,156,128,266
P0785,Linda,Jones,382-34-7944,1962-03-08,63,555-434-9841,linda.jones47@email.com,6446 Maple Ave,Philadelphia,MA,43994,MRN178589,Osteoporosis,2025-09-10,93/69,90,99.3,79.6,173,111,272
P0786,Joseph,Moore,606-45-1988,1986-02-05,39,555-734-2007,joseph.moore57@email.com,1498 Pine Blvd,Seattle,MA,64046,MRN339286,Coronary Artery Disease,2025-09-25,126/93,66,97.9,68.3,160,71,206
P0787,Charles,Johnson,355-17-3042,2005-01-22,20,555-471-7644,charles.johnson64@email.com,9347 Cedar Blvd,Austin,PA,50404,MRN753164,Asthma,2025-05-23,146/97,82,97.9,79.8,161,133,214
P0788,Donald,Clark,208-27-5114,1948-05-09,77,555-102-2811,donald.clark6@email.com,9192 Main St,San Francisco,NY,15076,MRN317285,Diabetes Type 2,2025-05-01,160/74,66,98.1,69.3,155,195,191
P0789,Margaret,Taylor,143-79-1215,1941-10-31,84,555-931-7000,margaret.taylor58@email.com,1859 Oak Dr,Boston,CO,24179,MRN459366,Back Pain,2025-10-28,149/65,72,98.3,78.6,156,133,163
P0790,Sandra,Thompson,334-52-2305,2001-07-10,24,555-469-9694,sandra.thompson36@email.com,8161 Maple Ave,Jacksonville,IL,24969,MRN838265,Chronic Kidney Disease,2025-11-16,92/96,87,97.5,87.2,183,160,264
P0791,Margaret,Thompson,539-86-5157,1944-12-03,81,555-309-2974,margaret.thompson72@email.com,189 Maple Ave,Philadelphia,NC,62766,MRN264190,Atrial Fibrillation,2025-07-21,145/85,87,99.1,55.5,187,86,284
P0792,Jessica,Clark,241-99-8782,2005-11-17,20,555-158-5358,jessica.clark52@email.com,6896 Pine St,Dallas,AZ,92160,MRN717940,Diabetes Type 2,2025-10-25,104/63,88,98.5,96.7,157,134,159
P0793,Mary,White,770-43-4865,1938-03-13,87,555-169-5416,mary.white74@email.com,149 Maple Ave,Chicago,AZ,32560,MRN144351,Anxiety Disorder,2025-01-20,167/92,62,99.0,70.8,188,197,251
P0794,Joshua,Taylor,604-91-4664,1999-08-26,26,555-574-8192,joshua.taylor88@email.com,2070 Pine Blvd,Denver,OH,48353,MRN207012,Sleep Apnea,2025-05-17,102/69,73,98.2,116.7,181,192,296
P0795,Sarah,Davis,338-32-6280,1952-09-14,73,555-315-9444,sarah.davis86@email.com,9782 Elm Rd,Seattle,NC,24934,MRN740204,Atrial Fibrillation,2025-11-21,98/105,76,97.4,80.2,192,105,156
P0796,Susan,Anderson,152-75-8548,1938-09-24,87,555-208-2458,susan.anderson53@email.com,999 Oak St,San Diego,NY,81532,MRN938007,Asthma,2025-07-31,137/103,99,98.4,91.7,187,184,187
P0797,Linda,Williams,555-12-9806,1943-02-02,82,555-701-5747,linda.williams85@email.com,8426 Main St,Indianapolis,PA,44083,MRN418886,Pneumonia,2025-09-19,110/108,67,98.1,111.6,172,129,296
P0798,Mark,Taylor,482-66-1188,1938-09-23,87,555-163-1420,mark.taylor34@email.com,8948 Main Blvd,Charlotte,AZ,72033,MRN798964,Asthma,2025-08-28,114/84,96,97.2,91.7,155,91,190
P0799,Steven,Lewis,611-96-5430,1986-02-04,39,555-786-7938,steven.lewis72@email.com,8368 Oak Blvd,Jacksonville,NC,97854,MRN989121,Stroke,2024-12-23,171/63,77,97.1,74.8,195,100,216
P0800,Jennifer,Sanchez,694-64-2843,1962-05-10,63,555-145-9099,jennifer.sanchez71@email.com,4165 Oak Blvd,Dallas,WA,82510,MRN685302,Depression,2025-06-11,138/82,66,98.9,82.2,192,171,196
P0801,Charles,Lee,146-87-7908,1971-02-03,54,555-485-7287,charles.lee70@email.com,4173 Cedar Rd,Denver,PA,13358,MRN378548,Atrial Fibrillation,2025-03-12,129/69,64,98.1,60.7,171,96,248
P0802,Barbara,Garcia,464-84-4983,1955-07-29,70,555-655-9957,barbara.garcia17@email.com,105 Elm Dr,San Antonio,TX,80073,MRN519567,Pneumonia,2024-12-07,154/74,99,97.1,80.5,166,171,272
P0803,Barbara,Harris,639-66-2116,1953-12-05,72,555-738-2038,barbara.harris12@email.com,5013 Main Ave,Los Angeles,NC,42543,MRN475125,Migraine,2025-01-25,171/70,73,98.8,57.6,163,191,254
P0804,James,Hernandez,291-41-1717,1975-06-30,50,555-669-9372,james.hernandez13@email.com,6663 Maple St,Phoenix,AZ,46492,MRN886931,Osteoarthritis,2025-03-20,108/76,67,98.5,80.0,191,78,199
P0805,Charles,Rodriguez,128-82-7822,1956-11-13,69,555-581-8933,charles.rodriguez96@email.com,1170 Elm Ave,San Diego,NC,80548,MRN701080,Hypothyroidism,2025-02-22,170/62,94,98.4,113.5,150,172,268
P0806,Emily,Jones,199-44-2304,1951-08-01,74,555-523-9470,emily.jones14@email.com,3810 Maple Dr,Phoenix,PA,92128,MRN494822,Anxiety Disorder,2025-02-22,144/99,94,98.5,114.1,194,171,290
P0807,Mark,Martinez,618-58-6117,1996-06-21,29,555-448-5279,mark.martinez41@email.com,907 Main St,Denver,IL,88526,MRN812531,Heart Failure,2025-10-30,177/109,90,99.5,67.2,174,81,239
P0808,Linda,Williams,585-20-7921,2000-08-10,25,555-952-9811,linda.williams97@email.com,9197 Pine Ave,Fort Worth,AZ,42578,MRN530744,Back Pain,2025-01-01,106/66,92,98.4,72.9,188,84,247
P0809,Ashley,Smith,150-13-5933,1990-07-08,35,555-643-5099,ashley.smith23@email.com,869 Maple Blvd,Jacksonville,WA,45910,MRN923674,Osteoporosis,2025-02-16,168/87,87,98.2,53.5,177,137,191
P0810,James,Clark,909-49-6156,1953-06-13,72,555-601-8259,james.clark44@email.com,8906 Main Dr,Columbus,TX,51803,MRN331454,Chronic Kidney Disease,2025-03-14,167/61,87,97.3,110.0,173,136,253
P0811,Matthew,Sanchez,233-91-4019,1954-06-27,71,555-817-5738,matthew.sanchez7@email.com,1876 Pine Rd,Denver,NC,55485,MRN340021,Hypertension,2025-11-24,178/103,87,97.4,63.1,161,108,225
P0812,Elizabeth,Harris,917-67-8015,1945-12-28,79,555-772-8765,elizabeth.harris40@email.com,6673 Oak Rd,Denver,NY,61136,MRN129096,COPD,2025-10-19,112/77,66,97.2,113.8,182,134,286
P0813,Kimberly,Lee,497-17-1100,1939-12-13,86,555-210-8775,kimberly.lee76@email.com,8558 Pine Blvd,Charlotte,OH,26757,MRN305399,Asthma,2025-09-01,163/98,82,98.1,105.0,150,139,264
P0814,William,Thompson,518-43-3688,1953-11-08,72,555-250-2817,william.thompson22@email.com,976 Oak Dr,San Diego,CA,72747,MRN458770,Depression,2025-04-22,134/104,97,98.8,110.6,184,82,268
P0815,Emily,Lopez,938-91-3765,1960-08-01,65,555-626-3864,emily.lopez40@email.com,2195 Main Dr,San Antonio,OH,52506,MRN365518,Hyperlipidemia,2025-07-14,96/62,87,97.6,95.7,168,189,236
P0816,Barbara,Ramirez,301-19-2825,1990-08-30,35,555-257-8331,barbara.ramirez37@email.com,8902 Elm Blvd,Denver,CO,21123,MRN572645,Atrial Fibrillation,2025-05-09,116/75,78,98.6,97.5,160,195,193
P0817,Mary,Miller,988-81-9829,1958-12-30,66,555-273-2192,mary.miller61@email.com,5893 Cedar St,Indianapolis,MA,18817,MRN736213,Obesity,2025-07-25,95/76,81,98.8,63.6,174,128,233
P0818,Paul,Taylor,949-28-5370,1978-06-24,47,555-968-4760,paul.taylor40@email.com,293 Main St,San Francisco,NY,61948,MRN561941,Stroke,2025-03-15,126/92,64,99.1,74.2,161,141,215
P0819,Thomas,Robinson,786-56-5286,1974-05-07,51,555-154-9711,thomas.robinson27@email.com,8866 Maple St,Charlotte,NC,91204,MRN328005,Atrial Fibrillation,2024-12-03,160/66,60,98.6,95.6,192,152,211
P0820,Joshua,Brown,250-78-8479,1943-04-01,82,555-776-5185,joshua.brown69@email.com,6424 Elm Dr,Seattle,PA,86850,MRN653327,Cancer,2025-09-10,178/98,63,97.8,119.0,180,104,272
P0821,Michael,Rodriguez,959-67-3253,1975-06-02,50,555-338-1596,michael.rodriguez12@email.com,9901 Elm Blvd,San Diego,IL,45101,MRN238622,Chronic Kidney Disease,2025-02-16,173/74,97,98.1,86.5,165,96,188
P0822,Linda,Lee,775-80-9191,2004-05-17,21,555-936-3574,linda.lee73@email.com,3542 Oak Dr,San Francisco,MA,85769,MRN684104,Chronic Kidney Disease,2025-09-04,108/67,62,99.0,51.0,164,114,150
P0823,Mary,Williams,808-76-7323,1948-05-09,77,555-488-2877,mary.williams6@email.com,588 Elm Dr,Indianapolis,WA,73025,MRN849591,Obesity,2025-09-27,91/95,65,99.0,63.3,174,93,223
P0824,Patricia,Robinson,841-40-5740,1967-01-15,58,555-349-2393,patricia.robinson76@email.com,8461 Main Blvd,San Diego,PA,82133,MRN772676,Coronary Artery Disease,2025-08-21,130/79,86,99.2,91.2,193,95,158
P0825,James,Miller,850-12-8488,1956-09-13,69,555-103-7063,james.miller36@email.com,5497 Cedar Dr,Jacksonville,FL,19769,MRN447505,Diabetes Type 2,2024-12-11,95/87,87,99.4,96.8,177,138,173
P0826,Robert,Smith,762-60-7077,1969-10-29,56,555-825-2479,robert.smith91@email.com,3783 Maple St,Columbus,OH,52458,MRN205456,Obesity,2025-01-18,165/77,99,98.2,86.6,150,164,293
P0827,Richard,Wilson,529-80-4314,1970-03-04,55,555-244-7191,richard.wilson69@email.com,9397 Elm Dr,Jacksonville,IL,60910,MRN736415,Atrial Fibrillation,2025-11-21,157/74,94,98.1,88.9,190,100,270
P0828,Kimberly,Perez,776-92-8951,1998-06-02,27,555-131-7078,kimberly.perez76@email.com,7124 Oak Rd,Columbus,NY,84625,MRN576547,Obesity,2025-11-17,178/98,75,97.3,116.0,158,180,241
P0829,Sandra,Ramirez,746-76-4060,1959-12-08,66,555-409-2288,sandra.ramirez71@email.com,195 Elm Rd,Houston,NY,70422,MRN478752,Rheumatoid Arthritis,2025-03-12,130/67,89,98.2,70.4,155,105,274
P0830,Charles,Gonzalez,716-33-2222,1995-03-04,30,555-789-3370,charles.gonzalez36@email.com,1605 Elm Dr,Jacksonville,IL,67113,MRN379205,Heart Failure,2025-09-06,108/98,90,97.8,91.1,178,83,217
P0831,Lisa,Rodriguez,235-23-6678,1970-06-05,55,555-597-1743,lisa.rodriguez41@email.com,7228 Elm Ave,Boston,NC,28551,MRN232465,Hyperlipidemia,2025-03-19,90/105,96,97.0,101.4,154,172,206
P0832,Nancy,Wilson,381-16-8526,1986-08-22,39,555-947-3228,nancy.wilson36@email.com,7800 Oak Dr,Phoenix,OH,90088,MRN444036,Osteoporosis,2025-07-08,90/63,65,98.2,95.6,183,116,191
P0833,Thomas,Thompson,563-40-2476,1990-05-07,35,555-174-7381,thomas.thompson70@email.com,6213 Main Blvd,Chicago,MA,56062,MRN689780,GERD,2024-12-06,97/65,67,98.4,118.2,189,115,268
P0834,Michael,Clark,772-21-6160,1984-05-04,41,555-182-1714,michael.clark96@email.com,6042 Oak Blvd,New York,NC,27847,MRN309305,Hypertension,2025-11-12,149/64,87,98.5,97.6,150,193,215
P0835,Jennifer,Lewis,616-83-6116,1935-12-22,89,555-435-5801,jennifer.lewis30@email.com,2407 Elm Dr,Columbus,PA,87738,MRN682308,UTI,2025-08-11,142/82,68,98.5,69.5,180,99,255
P0836,Jennifer,Martin,912-75-3314,1947-09-06,78,555-924-6093,jennifer.martin69@email.com,1454 Oak St,New York,TX,53553,MRN147609,Coronary Artery Disease,2025-06-01,161/102,99,98.0,97.9,154,189,225
P0837,Susan,Lewis,902-56-8173,1975-03-18,50,555-882-4964,susan.lewis44@email.com,2580 Pine Dr,New York,PA,45783,MRN672176,Sleep Apnea,2025-11-09,144/88,72,98.5,65.3,195,134,226
P0838,Paul,Taylor,299-80-5974,1985-06-29,40,555-919-4733,paul.taylor49@email.com,4981 Pine Ave,Indianapolis,MA,53364,MRN450216,Hypertension,2025-04-14,146/77,63,98.0,81.4,171,160,170
P0839,Lisa,Gonzalez,263-36-3994,2006-02-02,19,555-134-9861,lisa.gonzalez43@email.com,5417 Main St,Charlotte,WA,50563,MRN866110,Diabetes Type 2,2024-12-22,166/66,74,97.2,55.8,156,188,279
P0840,Matthew,Brown,715-97-1312,1989-06-22,36,555-924-5832,matthew.brown91@email.com,7393 Cedar Blvd,New York,WA,33219,MRN276360,GERD,2025-11-16,141/105,99,97.9,66.4,167,91,195
P0841,James,Lewis,184-95-3215,1984-04-28,41,555-421-6854,james.lewis8@email.com,273 Oak Blvd,New York,NY,51878,MRN216385,Rheumatoid Arthritis,2025-08-11,113/82,97,97.6,94.4,189,156,158
P0842,Mark,Martinez,144-73-2636,1950-12-22,74,555-295-3115,mark.martinez60@email.com,9847 Elm St,Austin,CO,87317,MRN806815,Hyperlipidemia,2025-01-03,93/74,64,97.1,118.8,168,125,227
P0843,James,Miller,806-84-2941,2007-07-14,18,555-456-3065,james.miller5@email.com,3614 Pine St,San Francisco,NC,47252,MRN167538,Asthma,2025-02-24,128/100,99,99.3,116.9,191,156,194
P0844,Paul,Lopez,454-41-7124,1935-06-30,90,555-250-1748,paul.lopez47@email.com,6455 Main St,New York,PA,73818,MRN697053,UTI,2025-11-22,172/61,85,98.4,116.0,185,85,168
P0845,Paul,Gonzalez,834-66-8823,1974-11-19,51,555-896-4958,paul.gonzalez62@email.com,8307 Maple Ave,Philadelphia,WA,35407,MRN697977,Osteoarthritis,2025-06-24,164/104,83,99.2,51.4,175,195,267
P0846,Matthew,Harris,968-30-6475,1966-12-09,59,555-323-3632,matthew.harris82@email.com,5800 Main St,Charlotte,CA,59739,MRN428312,Anxiety Disorder,2025-09-23,140/71,78,97.3,87.6,161,85,197
P0847,Andrew,Thompson,897-29-4585,1979-07-06,46,555-438-2560,andrew.thompson9@email.com,349 Cedar St,Seattle,MA,94299,MRN542242,Migraine,2025-11-05,135/75,60,98.6,117.1,185,175,280
P0848,Thomas,Davis,114-29-2911,1996-05-23,29,555-502-8275,thomas.davis29@email.com,2329 Elm St,Dallas,WA,53845,MRN578715,Rheumatoid Arthritis,2025-02-13,161/110,94,98.1,110.0,161,92,193
P0849,Donna,White,707-64-6106,1986-05-20,39,555-147-4783,donna.white31@email.com,6966 Cedar Ave,Boston,CO,28542,MRN579800,Hyperlipidemia,2025-05-31,156/71,64,97.6,118.8,151,102,150
P0850,Mark,Brown,193-54-3655,1978-12-10,46,555-869-1100,mark.brown24@email.com,3197 Pine Ave,Los Angeles,WA,89691,MRN860801,Migraine,2025-09-02,98/82,93,99.0,86.6,181,71,243
P0851,Andrew,Brown,544-23-2836,1943-05-10,82,555-316-9774,andrew.brown48@email.com,5544 Elm Dr,Chicago,CO,87141,MRN428149,UTI,2025-04-05,178/90,70,98.8,56.6,185,81,162
P0852,Nancy,Robinson,342-71-9765,1930-09-03,95,555-168-9970,nancy.robinson49@email.com,2632 Elm Dr,Charlotte,IL,76724,MRN389523,Rheumatoid Arthritis,2025-06-22,96/102,66,99.5,59.7,180,111,150
P0853,Patricia,Garcia,664-37-5825,1939-10-16,86,555-740-4746,patricia.garcia18@email.com,2647 Main Rd,Chicago,TX,46535,MRN610944,Anxiety Disorder,2024-12-28,117/106,68,99.3,110.2,157,86,257
P0854,Lisa,Jackson,716-35-1167,1991-01-20,34,555-852-1213,lisa.jackson17@email.com,691 Cedar Ave,New York,TX,29564,MRN329656,Coronary Artery Disease,2025-09-23,146/91,82,99.1,58.9,156,132,245
P0855,Richard,Johnson,895-26-9246,1996-05-06,29,555-443-1770,richard.johnson53@email.com,4252 Pine Ave,Boston,WA,17528,MRN461165,Back Pain,2025-01-28,119/88,89,98.1,77.9,187,94,287
P0856,Joseph,Jones,886-19-1375,1987-02-05,38,555-191-7811,joseph.jones88@email.com,1312 Pine Rd,Jacksonville,NC,15357,MRN266850,UTI,2025-03-02,117/67,61,97.7,109.0,184,140,167
P0857,Michelle,Gonzalez,501-30-3471,1935-11-10,90,555-920-4326,michelle.gonzalez16@email.com,6977 Pine St,San Francisco,MA,58089,MRN525577,Pneumonia,2025-05-24,143/85,89,99.4,111.4,152,168,209
P0858,Betty,Robinson,256-20-9390,1957-06-13,68,555-470-1990,betty.robinson39@email.com,9622 Maple Rd,Dallas,WA,14741,MRN562396,Sleep Apnea,2025-05-12,115/103,79,98.5,63.2,164,176,238
P0859,James,Martinez,762-87-7175,1986-04-20,39,555-294-3121,james.martinez22@email.com,6413 Oak Blvd,Los Angeles,NY,48734,MRN253991,Anxiety Disorder,2025-08-10,142/102,68,99.3,101.7,191,152,218
P0860,Barbara,Brown,795-75-9408,2002-03-06,23,555-852-9077,barbara.brown77@email.com,1707 Cedar Dr,Fort Worth,IL,93816,MRN351765,Osteoporosis,2025-06-22,100/102,98,98.4,76.6,164,121,293
P0861,Nancy,Sanchez,345-27-5615,1949-09-13,76,555-474-1943,nancy.sanchez47@email.com,8810 Oak Ave,San Antonio,TX,36516,MRN954837,Hypertension,2024-12-10,120/64,65,98.8,75.6,192,197,253
P0862,Mary,Lopez,836-44-7058,1948-06-01,77,555-806-5400,mary.lopez64@email.com,5520 Pine Blvd,Seattle,CO,45160,MRN856805,Hypothyroidism,2025-01-07,132/72,83,99.4,80.6,186,190,219
P0863,Betty,Gonzalez,845-86-9237,1959-11-13,66,555-541-4418,betty.gonzalez36@email.com,2172 Main Ave,San Jose,TX,58488,MRN123200,Pneumonia,2024-12-06,91/96,81,99.3,115.6,169,200,172
P0864,Nancy,Garcia,878-61-3336,1966-06-06,59,555-689-7247,nancy.garcia51@email.com,5049 Pine Ave,Los Angeles,CA,11775,MRN575214,Anxiety Disorder,2025-09-20,120/83,97,99.5,68.6,174,101,223
P0865,Patricia,Perez,371-93-9920,1933-09-12,92,555-353-3579,patricia.perez54@email.com,2006 Maple Rd,Dallas,CA,17318,MRN574800,UTI,2025-05-01,118/102,89,97.6,117.3,193,74,157
P0866,Paul,Lee,802-25-9121,1940-06-20,85,555-271-3327,paul.lee16@email.com,1400 Maple Dr,Columbus,NY,83004,MRN394493,Rheumatoid Arthritis,2025-09-09,116/83,77,98.8,62.3,182,187,216
P0867,Sarah,Ramirez,796-93-9160,2001-10-08,24,555-609-4178,sarah.ramirez83@email.com,2780 Cedar St,San Francisco,PA,54752,MRN878013,Coronary Artery Disease,2025-08-07,146/89,88,97.3,80.1,193,152,254
P0868,Richard,Miller,579-10-2826,1972-11-10,53,555-761-1764,richard.miller98@email.com,5950 Oak Blvd,Indianapolis,NY,13222,MRN485338,Rheumatoid Arthritis,2024-12-31,156/102,62,97.1,114.5,180,115,182
P0869,Robert,Martinez,290-50-8587,1983-10-09,42,555-535-1433,robert.martinez78@email.com,5033 Oak Dr,Los Angeles,CA,62166,MRN654787,GERD,2024-12-08,101/91,70,99.3,63.9,162,166,238
P0870,Daniel,Thompson,257-76-7402,1985-11-25,40,555-715-4055,daniel.thompson74@email.com,8040 Oak Rd,Houston,CO,58959,MRN745262,Hyperlipidemia,2024-12-26,177/73,75,97.4,60.6,194,183,208
P0871,Michelle,Miller,634-87-3855,2007-07-09,18,555-472-8760,michelle.miller89@email.com,3738 Maple Ave,Houston,CA,65473,MRN547554,Asthma,2025-03-14,134/62,90,98.0,113.5,185,187,161
P0872,Steven,Garcia,498-87-9156,1992-03-23,33,555-926-3595,steven.garcia26@email.com,6344 Main St,Boston,FL,26342,MRN263547,Obesity,2025-10-08,135/101,95,97.6,117.4,193,116,172
P0873,Ashley,Perez,912-90-8122,1974-03-13,51,555-980-5231,ashley.perez52@email.com,7939 Oak Rd,Columbus,TX,27173,MRN252199,Chronic Kidney Disease,2025-08-10,178/69,69,99.4,114.4,182,74,177
P0874,Joshua,Martinez,359-29-6670,1936-01-12,89,555-978-3527,joshua.martinez92@email.com,3116 Oak Rd,Jacksonville,MA,59417,MRN291931,Cellulitis,2025-06-09,117/83,63,99.3,67.0,190,192,212
P0875,Robert,Ramirez,763-24-9709,2000-07-18,25,555-506-9057,robert.ramirez36@email.com,1812 Oak St,Charlotte,WA,51321,MRN340244,Pneumonia,2025-06-25,105/101,95,97.8,50.9,192,88,206
P0876,Matthew,Garcia,510-94-1939,1942-07-26,83,555-779-7542,matthew.garcia30@email.com,9453 Cedar Blvd,Austin,PA,18291,MRN429075,Osteoporosis,2025-07-10,150/62,83,97.8,89.8,161,87,244
P0877,Jennifer,Wilson,837-44-2179,1998-02-19,27,555-884-6606,jennifer.wilson43@email.com,7116 Maple St,Seattle,WA,21970,MRN704223,Osteoporosis,2025-05-20,165/73,97,97.8,88.3,172,117,165
P0878,Donald,Sanchez,100-27-1297,1975-09-16,50,555-545-3593,donald.sanchez86@email.com,344 Main Dr,Charlotte,NY,27819,MRN864374,Migraine,2025-10-14,109/79,64,99.4,90.0,195,180,253
P0879,Sandra,Moore,680-92-8436,1956-11-27,69,555-679-9572,sandra.moore61@email.com,3632 Main Ave,Fort Worth,FL,73422,MRN342561,Asthma,2025-01-24,113/68,88,98.6,97.2,151,187,236
